-1.091000000000000000e+03,1.380000000000000000e+02,-1.056000000000000000e+03
-1.143000000000000000e+03,1.570000000000000000e+02,-1.077000000000000000e+03
-1.167000000000000000e+03,1.200000000000000000e+02,-1.061000000000000000e+03
-1.127000000000000000e+03,1.360000000000000000e+02,-1.040000000000000000e+03
-1.122000000000000000e+03,1.330000000000000000e+02,-1.053000000000000000e+03
-1.120000000000000000e+03,1.270000000000000000e+02,-1.056000000000000000e+03
-1.210000000000000000e+03,7.200000000000000000e+01,-1.093000000000000000e+03
-1.138000000000000000e+03,6.000000000000000000e+01,-1.093000000000000000e+03
-1.167000000000000000e+03,5.000000000000000000e+00,-1.110000000000000000e+03
-1.478000000000000000e+03,-1.500000000000000000e+01,-1.091000000000000000e+03
-1.971000000000000000e+03,8.100000000000000000e+01,-8.400000000000000000e+02
-2.182000000000000000e+03,2.560000000000000000e+02,-6.160000000000000000e+02
-2.261000000000000000e+03,5.400000000000000000e+02,-2.170000000000000000e+02
-2.185000000000000000e+03,8.030000000000000000e+02,2.120000000000000000e+02
-1.916000000000000000e+03,9.450000000000000000e+02,2.930000000000000000e+02
-1.781000000000000000e+03,9.780000000000000000e+02,1.960000000000000000e+02
-1.576000000000000000e+03,9.970000000000000000e+02,-5.000000000000000000e+01
-1.233000000000000000e+03,9.900000000000000000e+02,-2.580000000000000000e+02
-9.480000000000000000e+02,9.230000000000000000e+02,-3.330000000000000000e+02
-5.950000000000000000e+02,8.450000000000000000e+02,-3.410000000000000000e+02
-2.000000000000000000e+02,7.030000000000000000e+02,-1.910000000000000000e+02
9.300000000000000000e+01,5.400000000000000000e+02,5.800000000000000000e+01
3.070000000000000000e+02,3.380000000000000000e+02,3.310000000000000000e+02
4.500000000000000000e+02,1.330000000000000000e+02,5.360000000000000000e+02
5.420000000000000000e+02,-1.070000000000000000e+02,7.080000000000000000e+02
5.610000000000000000e+02,-4.270000000000000000e+02,8.020000000000000000e+02
5.680000000000000000e+02,-6.950000000000000000e+02,8.000000000000000000e+02
4.710000000000000000e+02,-1.063000000000000000e+03,6.730000000000000000e+02
3.570000000000000000e+02,-1.367000000000000000e+03,5.130000000000000000e+02
2.210000000000000000e+02,-1.575000000000000000e+03,4.330000000000000000e+02
-1.200000000000000000e+01,-1.736000000000000000e+03,1.450000000000000000e+02
-2.620000000000000000e+02,-1.817000000000000000e+03,-1.660000000000000000e+02
-6.030000000000000000e+02,-1.770000000000000000e+03,-4.850000000000000000e+02
-1.046000000000000000e+03,-1.641000000000000000e+03,-7.670000000000000000e+02
-1.450000000000000000e+03,-1.362000000000000000e+03,-9.400000000000000000e+02
-1.868000000000000000e+03,-1.057000000000000000e+03,-9.180000000000000000e+02
-2.230000000000000000e+03,-7.560000000000000000e+02,-7.910000000000000000e+02
-2.456000000000000000e+03,-5.080000000000000000e+02,-6.000000000000000000e+02
-2.601000000000000000e+03,-5.060000000000000000e+02,-3.600000000000000000e+02
-2.755000000000000000e+03,-4.630000000000000000e+02,-1.210000000000000000e+02
-2.838000000000000000e+03,-3.670000000000000000e+02,6.600000000000000000e+01
-2.868000000000000000e+03,-3.510000000000000000e+02,2.010000000000000000e+02
-2.897000000000000000e+03,-3.410000000000000000e+02,3.010000000000000000e+02
-2.873000000000000000e+03,-3.380000000000000000e+02,3.200000000000000000e+02
-2.881000000000000000e+03,-3.410000000000000000e+02,3.220000000000000000e+02
-2.852000000000000000e+03,-3.220000000000000000e+02,2.470000000000000000e+02
-2.810000000000000000e+03,-3.380000000000000000e+02,1.100000000000000000e+02
-2.720000000000000000e+03,-5.060000000000000000e+02,-1.720000000000000000e+02
-2.541000000000000000e+03,-8.660000000000000000e+02,-4.920000000000000000e+02
-2.415000000000000000e+03,-1.171000000000000000e+03,-5.010000000000000000e+02
-2.293000000000000000e+03,-1.415000000000000000e+03,-4.410000000000000000e+02
-2.153000000000000000e+03,-1.646000000000000000e+03,-3.730000000000000000e+02
-1.956000000000000000e+03,-1.872000000000000000e+03,-2.360000000000000000e+02
-1.740000000000000000e+03,-2.020000000000000000e+03,-1.520000000000000000e+02
-1.512000000000000000e+03,-2.116000000000000000e+03,-5.800000000000000000e+01
-1.317000000000000000e+03,-2.168000000000000000e+03,7.000000000000000000e+00
-1.227000000000000000e+03,-2.153000000000000000e+03,-4.500000000000000000e+01
-1.222000000000000000e+03,-2.166000000000000000e+03,1.200000000000000000e+01
-1.270000000000000000e+03,-2.171000000000000000e+03,-2.600000000000000000e+01
-1.270000000000000000e+03,-2.166000000000000000e+03,-3.700000000000000000e+01
-1.265000000000000000e+03,-2.148000000000000000e+03,-4.200000000000000000e+01
